id,name,address,latitude,longitude,poker_atlas_links
374,Empire City Casino,"810 Yonkers Ave, Yonkers, NY 10704",40.91664,-73.86538,www.pokeratlas.com/poker-room/
375,Social Poker NYC,"324 7th Ave, New York, NY 10001",40.75465,-73.99438,www.pokeratlas.com/poker-room/
376,NYC Poker Clubs,"270 W 36th St., New York, NY 10018",40.75362,-73.99225,www.pokeratlas.com/poker-room/
377,Catawba Two Kings Casino,"538 Kings Mountain Blvd, Kings Mountain, NC 28086",35.20202,-81.37271,www.pokeratlas.com/poker-room/
378,Harrah's Cherokee Valley River Casino & Hotel,"777 Casino Pkwy, Murphy, NC 28906",35.11515,-83.99256,www.pokeratlas.com/poker-room/harrahs-cherokee-valley-river-murphy
379,Sky Dancer Casino,"3965 Sky Dancer Way NE, Belcourt, ND 58316",48.81068,-99.84582,www.pokeratlas.com/poker-room/sky-dancer-casino-belcourt
380,Spirit Lake Casino,"7889 ND-57, St Michael, ND 58370",48.01628,-98.90752,www.pokeratlas.com/poker-room/spirit-lake-casino-st-michael
381,Hollywood Casino Columbus,"200 Georgesville Rd, Columbus, OH 43228",39.94931,-83.10784,www.pokeratlas.com/poker-room/hollywood-columbus
382,MGM Northfield Park,"10777 Northfield Rd, Northfield, OH 44067",41.34864,-81.52434,www.pokeratlas.com/poker-room/
383,JACK Thistledown Racino,"21501 Emery Rd, North Randall, OH 44128",41.43685,-81.53084,www.pokeratlas.com/poker-room/
384,Three Rivers Casino Resort,"5647 Highway 126, Florence, OR 97439",43.98279,-124.08737,www.pokeratlas.com/poker-room/three-rivers-florence
385,Actions Card House,"490 East Ln #9, Ontario, OR 97914",44.02179,-116.93933,www.pokeratlas.com/poker-room/actions-card-house-ontario
387,Rivers Casino Philadelphia,"1001 N. Delaware Ave, Philadelphia, PA 19125",39.96415,-75.13215,www.pokeratlas.com/poker-room/rivers-philadelphia
388,Hollywood Casino at Penn National Race Course,"777 Hollywood Blvd, Grantville, PA 17028",40.39453,-76.66165,www.pokeratlas.com/poker-room/hollywood-casino-grantville
389,Valley Forge Casino Resort,"1160 First Ave, King of Prussia, PA 19406",40.09685,-75.41575,www.pokeratlas.com/poker-room/
390,Dakota Sioux Casino & Hotel,"16415 Sioux Conifer Road, Watertown, SD 57201",45.00405,-97.14815,www.pokeratlas.com/poker-room/dakota-sioux-watertown
391,The Mint Gaming Hall at Kentucky Downs,"5629 Nashville Road, Franklin, KY 42134",36.64167,-86.56227,www.pokeratlas.com/poker-room/
392,7 Deuce Social Club,"206 Claire Ave, Oak Grove, KY 42262",36.67002,-87.44276,www.pokeratlas.com/poker-room/
394,Poker House Dallas (Closed?),"1676 Regal Row, Dallas, TX 75247",32.85306,-96.87175,www.pokeratlas.com/poker-room/poker-house-of-dallas
395,All Star Poker Silverdale,"10710 Silverdale Way NW, Silverdale, WA 98383",47.66079,-122.68342,www.pokeratlas.com/poker-room/
396,Goldie's Shoreline Casino,"15030 Aurora Avenue North, Shoreline, WA 98133",47.73869,-122.34456,www.pokeratlas.com/poker-room/
397,Potawatomi Casino Hotel,"1721 W. Canal Street, Milwaukee, WI 53233",43.03074,-87.93474,www.pokeratlas.com/poker-room/potawatomi-casino-milwaukee
398,Ho-Chunk Gaming Wisconsin Dells,"S3214 Hwy 12, Baraboo, WI 53913",43.52881,-89.77519,www.pokeratlas.com/poker-room/
399,Ho-Chunk Gaming Madison,"4002 Evan Acres Rd, Madison, WI 53718",43.03953,-89.27201,www.pokeratlas.com/poker-room/
400,Ho-Chunk Gaming Nekoosa,"949 County Road G, Nekoosa, WI 54457",44.28021,-89.9641,www.pokeratlas.com/poker-room/
401,Ho-Chunk Gaming Black River Falls,"W9010 Hwy 54 East, Black River Falls, WI 54615",44.32896,-90.76778,www.pokeratlas.com/poker-room/
402,Ace High Social Club,"1637 Stillwater Ave, Unit E, Cheyenne, WY 82009",41.15871,-104.80188,www.pokeratlas.com/poker-room/ace-high-social-club-cheyenne
403,Garth's Poker,"1650 English Ave, Casper, WY 82601",42.857486,-106.343054,www.pokeratlas.com/poker-room/
404,Wyoming Downs at the Beacon Club,"4100 W Yellowstone Hwy, Casper, WY 82604",42.84946,-106.37666,www.pokeratlas.com/poker-room/garth-katies-casper
405,Outlaw Saloon Poker,"312 South Greeley Hwy., Cheyenne, WY 82007",41.11499,-104.8026,www.pokeratlas.com/poker-roomoutlaw-poker-cheyenne/
406,Deerfoot Inn & Casino,"11500 35 Street SE, Calgary, AB T2Z 3W4",50.94932,-113.98274,www.pokeratlas.com/poker-room/deerfoot-casino-calgary
407,River Cree Resort & Casino,"300 East Lapotac Blvd, Enoch, AB T7X 3Y3",53.51054,-113.69715,www.pokeratlas.com/poker-room/river-cree-casino-spruce-grove
408,Cowboys Casino,"421 12 Avenue SE, Calgary, AB T2G 1A5",51.04104,-114.05503,www.pokeratlas.com/poker-room/cowboys-casino-calgary
409,ACE Airport Casino,"40 Aero Crescent NE, Calgary, AB T2E 6W5",51.13882,-114.03179,www.pokeratlas.com/poker-room/ace-casino-calgary
410,PURE Casino Edmonton,"7055 Argyll Rd NW, Edmonton, AB T6C 4A5",53.51063,-113.43724,www.pokeratlas.com/poker-room/pure-edmonton
411,Elbow River Casino,"218 18 Avenue SE, Calgary, AB T2G 1L1",51.03779,-114.06078,www.pokeratlas.com/poker-room/elbow-river-casino-calgary
412,Grey Eagle Resort & Casino,"3777 Grey Eagle Drive, Calgary, AB T3E 3X8",51.00764,-114.14722,www.pokeratlas.com/poker-room/grey-eagle-casino-calgary
413,Starlight Casino Poker Room,"350 Gifford St, New Westminster, BC V3M 7A3, Canada",49.18599,-122.95628,www.pokeratlas.com/poker-room/starlight-casino-new-westminster
414,Century Casino Edmonton,"13103 Fort Rd NW, Edmonton, AB T5A 1C3",53.58988,-113.43274,www.pokeratlas.com/poker-room/
415,Grand Villa Casino Edmonton,"10204 104 Avenue NW, Edmonton, AB T5J 0H6",53.54643,-113.49575,www.pokeratlas.com/poker-room/grand-villa-casino-burnaby
417,Great Canadian Casino Vancouver,"2080 United Boulevard, Coquitlam, BC V3K 6W3",49.22758,-122.83747,www.pokeratlas.com/poker-room/great-canadian-coquitlam
418,Parq Casino,"39 Smithe St, Vancouver, BC V6B 0R3",49.27533,-123.11309,www.pokeratlas.com/poker-room/parq-vancouver
419,Club Regent Casino,"1425 Regent Ave W, Winnipeg, MB R2C 3B2",49.89682,-97.04502,www.pokeratlas.com/poker-room/
420,McPhillips Station Casino,"484 McPhillips St, Winnipeg, MB R2X 2H2",49.91966,-97.17064,www.pokeratlas.com/poker-room/
421,Casino New Brunswick,"21 Casino Drive, Moncton, NB E1G 0R7",46.12819,-64.87973,www.pokeratlas.com/poker-room/casino-new-brunswick-moncton
422,"The Big ""M"" Casino","4491 Mineola Ave, Little River, SC 29566",33.87125,-78.60948,www.pokeratlas.com/poker-room/
424,TCH Social - Austin,"13376 Research Blvd Suite 605, Austin, TX 78750",30.45047,-97.79231,www.pokeratlas.com/poker-room/
425,The Outlaw Saloon,"1254 W 2100 S, West Haven, UT",41.23011,-112.01002,www.pokeratlas.com/poker-room/
426,Funk 'n Dive Bar/Harp And Hound,"2550 Washington Blvd, Ogden, UT",41.21979,-111.96993,www.pokeratlas.com/poker-room/
427,WSOP Poker Room - Caesars Virginia,"1100 W. Main St, Danville, VA 24541",36.57104,-79.42812,www.pokeratlas.com/poker-room/
428,Planet Hollywood Casino,"3667 Las Vegas Blvd S, Las Vegas, NV 89109",36.11017,-115.17006,www.pokeratlas.com/poker-room/planet-hollywood-las-vegas
429,Sams Town Hotel & Gambling Hall,"5111 Boulder Hwy, Las Vegas, NV 89122",36.1128,-115.06233,www.pokeratlas.com/poker-room/
430,Cannery Casino,"2121 E Craig Rd, North Las Vegas, NV 89030",36.23874,-115.11881,www.pokeratlas.com/poker-room/
431,Binion's Gambling Hall,"128 Fremont St, Las Vegas, NV 89101",36.17151,-115.14395,www.pokeratlas.com/poker-room/
432,Green Valley Ranch Resort,"2300 Paseo Verde Pkwy, Henderson, NV 89052",36.02045,-115.08995,www.pokeratlas.com/poker-room/
433,Rio Hotel & Casion,"3700 W Flamingo Rd, Las Vegas, NV 89103",36.11757,-115.18817,www.pokeratlas.com/poker-room/
434,Excalibur Hotel & Casino,"3850 S Las Vegas Blvd, Las Vegas, NV 89109",36.09901,-115.17541,www.pokeratlas.com/poker-room/
435,Harrah's Las Vegas,"3475 Las Vegas Blvd S, Las Vegas, NV 89109",36.11956,-115.17201,www.pokeratlas.com/poker-room/
436,Golden Nugget Tahoe,"50 Hwy 50, Stateline, NV 89449",38.96311,-119.94183,www.pokeratlas.com/poker-room/
437,Palace Station Hotel and Casino,"2411 W Sahara Ave, Las Vegas, NV 89102",36.14315,-115.17496,www.pokeratlas.com/poker-room/
438,Flamingo Las Vegas,"3555 Las Vegas Blvd S, Las Vegas, NV 89109",36.11687,-115.17036,www.pokeratlas.com/poker-room/
